"Country or Area","Year","Area","Sex","Religion","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Malawi","2018","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2019","376784",""
"Malawi","2008","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2009","13029498",""
"Malawi","2008","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2009","10770229",""
"Malawi","2008","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2009","1690087",""
"Malawi","2008","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2009","242503",""
"Malawi","2008","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2009","326679",""
"Malawi","1998","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2000","9933868",""
"Malawi","1998","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2000","7933773",""
"Malawi","1998","Total","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2000","1272429",""
"Malawi","1998","Total","Both Sexes","Other Religions","Census - de facto - complete tabulation","Final figure, complete","2000","304961",""
"Malawi","1998","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2000","422705",""
"Malaysia","2010","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2012","28334135","33"
"Malaysia","2010","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2013","27484596",""
"Malaysia","2010","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2013","5446855",""
"Malaysia","2010","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2012","5620483","33"
"Malaysia","2010","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2012","2617159","33"
"Malaysia","2010","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2013","2542254",""
"Malaysia","2010","Total","Both Sexes","Confucianism/Taoism and Other Traditional Chinese","Census - de jure - complete tabulation","Final figure, complete","2013","346827",""
"Malaysia","2010","Total","Both Sexes","Confucianism/Taoism and Other Traditional Chinese","Census - de jure - complete tabulation","Final figure, complete","2012","356718","33"
"Malaysia","2010","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2012","1777694","33"
"Malaysia","2010","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2013","1725838",""
"Malaysia","2010","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2013","16849328",""
"Malaysia","2010","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2012","17375794","33"
"Malaysia","2010","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2012","111759","33,34"
"Malaysia","2010","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2013","109546","34"
"Malaysia","2010","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2013","197064",""
"Malaysia","2010","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2012","202763","33"
"Malaysia","2010","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","266884",""
"Malaysia","2010","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","271765","33"
"Malaysia","2000","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2001","23274690","33,35"
"Malaysia","2000","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2001","4467497","33,35"
"Malaysia","2000","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2001","2126190","33,35"
"Malaysia","2000","Total","Both Sexes","Confucianism/Taoism and Other Traditional Chinese","Census - de jure - complete tabulation","Final figure, complete","2001","615076","33,35"
"Malaysia","2000","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2001","1457907","33,35"
"Malaysia","2000","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2001","14049379","33,35"
"Malaysia","2000","Total","Both Sexes","Tribal","Census - de jure - complete tabulation","Final figure, complete","2001","195828","33,35"
"Malaysia","2000","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2001","88429","33,35"
"Malaysia","2000","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2001","194369","33,35"
"Malaysia","2000","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2001","80015","33,35"
"Maldives","2014","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2016","402071",""
"Maldives","2014","Total","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2016","5337",""
"Maldives","2014","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2016","6403",""
"Maldives","2014","Total","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2016","10163",""
"Maldives","2014","Total","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2016","377651",""
"Maldives","2014","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2016","1289",""
"Maldives","2014","Total","Both Sexes","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2016","1228",""
"Marshall Islands","1999","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2001","50848",""
"Marshall Islands","1999","Total","Both Sexes","Assembly of God","Census - de facto - complete tabulation","Final figure, complete","2001","13112",""
"Marshall Islands","1999","Total","Both Sexes","Protestant","Census - de facto - complete tabulation","Final figure, complete","2001","27849",""
"Marshall Islands","1999","Total","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2001","4255",""
"Marshall Islands","1999","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2001","5632",""
"Mauritius","2011","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2012","1236817","36"
"Mauritius","2011","Total","Both Sexes","Adventist","Census - de jure - complete tabulation","Final figure, complete","2012","4428","36"
"Mauritius","2011","Total","Both Sexes","Ahir","Census - de jure - complete tabulation","Final figure, complete","2012","10","36"
"Mauritius","2011","Total","Both Sexes","Ahmadhya","Census - de jure - complete tabulation","Final figure, complete","2012","1265","36"
"Mauritius","2011","Total","Both Sexes","Apostolic","Census - de jure - complete tabulation","Final figure, complete","2012","70","36"
"Mauritius","2011","Total","Both Sexes","Arya Samajist","Census - de jure - complete tabulation","Final figure, complete","2012","271","36"
"Mauritius","2011","Total","Both Sexes","Aryan","Census - de jure - complete tabulation","Final figure, complete","2012","134","36"
"Mauritius","2011","Total","Both Sexes","Assembly of God","Census - de jure - complete tabulation","Final figure, complete","2012","8692","36"
"Mauritius","2011","Total","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2012","645","36"
"Mauritius","2011","Total","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2013","52","36"
"Mauritius","2011","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2012","2172","36"
"Mauritius","2011","Total","Both Sexes","Chinese","Census - de jure - complete tabulation","Final figure, complete","2012","3040","36"
"Mauritius","2011","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2012","47774","36"
"Mauritius","2011","Total","Both Sexes","Christian Tamil","Census - de jure - complete tabulation","Final figure, complete","2012","53","36"
"Mauritius","2011","Total","Both Sexes","Church of England","Census - de jure - complete tabulation","Final figure, complete","2012","2788","36"
"Mauritius","2011","Total","Both Sexes","Evangelical","Census - de jure - complete tabulation","Final figure, complete","2012","199","36"
"Mauritius","2011","Total","Both Sexes","Full Gospel Church","Census - de jure - complete tabulation","Final figure, complete","2012","77","36"
"Mauritius","2011","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2012","469313","36"
"Mauritius","2011","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2012","59178","36"
"Mauritius","2011","Total","Both Sexes","Jewish","Census - de jure - complete tabulation","Final figure, complete","2013","43","36"
"Mauritius","2011","Total","Both Sexes","Kabir Panthis","Census - de jure - complete tabulation","Final figure, complete","2012","66","36"
"Mauritius","2011","Total","Both Sexes","Marathi & Marathi Hindu","Census - de jure - complete tabulation","Final figure, complete","2012","20654","36"
"Mauritius","2011","Total","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2012","29","36"
"Mauritius","2011","Total","Both Sexes","Mission Salut et Guerison","Census - de jure - complete tabulation","Final figure, complete","2012","3731","36"
"Mauritius","2011","Total","Both Sexes","Mormon","Census - de jure - complete tabulation","Final figure, complete","2013","40","36"
"Mauritius","2011","Total","Both Sexes","Muslim","Census - de jure - complete tabulation","Final figure, complete","2012","153505","36"
"Mauritius","2011","Total","Both Sexes","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2012","6817","36"
